name,industry,subindustry,identified,line,model,written_at
Reggie Miller,Sports,Basketball,true,Reggie Miller is a former professional basketball player who spent his career with the Indiana Pacers. He is an Olympic gold medalist and an inductee of the Naismith Memorial Basketball Hall of Fame.,gemini-3.8-flash,2026-09-10T00:39:32.609Z
Sabrina Ionescu,Sports,Basketball,true,"Sabrina Ionescu is a professional basketball player for the New York Liberty in the Women's National Basketball Association. She is a WNBA champion, WNBA All-Star, and Olympic gold medalist.",gemini-3.8-flash,2026-09-10T00:39:32.611Z
Stephon Castle,Sports,Basketball,true,Stephon Castle is a professional basketball player for the San Antonio Spurs in the National Basketball Association. He won an NCAA national championship with Connecticut and was named Big East Freshman of the Year.,gemini-3.8-flash,2026-09-10T00:39:32.612Z
Tyler Herro,Sports,Basketball,true,Tyler Herro is a professional basketball player for the Miami Heat in the National Basketball Association. He won the NBA Sixth Man of the Year Award and was named to the NBA All-Rookie Second Team.,gemini-3.8-flash,2026-09-10T00:39:32.614Z
AJ Dybantsa,Sports,Basketball,true,AJ Dybantsa is an American amateur basketball player who competes at the high school level. He won a gold medal representing the United States at the FIBA Under-17 World Cup.,gemini-3.8-flash,2026-09-10T00:39:32.615Z
Alperen Şengün,Sports,Basketball,true,Alperen Şengün is a professional basketball player for the Houston Rockets in the National Basketball Association. He also represents the Turkish national team and previously won the Turkish Super League Most Valuable Player award.,gemini-3.8-flash,2026-09-10T00:39:32.617Z
Amen Thompson,Sports,Basketball,true,Amen Thompson is a professional basketball player for the Houston Rockets in the National Basketball Association. He earned selection to the NBA All-Rookie Second Team.,gemini-3.8-flash,2026-09-10T00:39:32.618Z
Breanna Stewart,Sports,Basketball,true,"Breanna Stewart is a professional basketball player in the Women's National Basketball Association. She has won multiple WNBA championships, WNBA Most Valuable Player awards, and Olympic gold medals with the United States national team.",gemini-3.8-flash,2026-09-10T00:39:35.712Z
De'Aaron Fox,Sports,Basketball,true,De'Aaron Fox is a professional basketball player who plays as a point guard in the National Basketball Association. He has earned selection to the NBA All-Star Game and won the NBA Clutch Player of the Year Award.,gemini-3.8-flash,2026-09-10T00:39:35.715Z
Evan Mobley,Sports,Basketball,true,Evan Mobley is a professional basketball player who competes as a forward and center in the National Basketball Association. He has earned selections to the NBA All-Defensive First Team and the NBA All-Rookie First Team.,gemini-3.8-flash,2026-09-10T00:39:35.717Z
Jalen Green,Sports,Basketball,true,Jalen Green is a professional basketball player who competes as a guard in the National Basketball Association. He entered the league after playing for NBA G League Ignite and earned NBA All-Rookie First Team honors.,gemini-3.8-flash,2026-09-10T00:39:35.720Z
Jaren Jackson Jr.,Sports,Basketball,true,Jaren Jackson Jr. is a professional basketball player in the National Basketball Association. He has earned selection as the NBA Defensive Player of the Year and has been selected to the NBA All-Star Game.,gemini-3.8-flash,2026-09-10T00:39:35.722Z
Julius Randle,Sports,Basketball,true,"Julius Randle is a professional basketball player in the National Basketball Association. He has earned selections to the NBA All-Star Game, the All-NBA Team, and won the NBA Most Improved Player Award.",gemini-3.8-flash,2026-09-10T00:39:35.724Z
Scottie Barnes,Sports,Basketball,true,Scottie Barnes is a professional basketball player competing in the National Basketball Association. He won the NBA Rookie of the Year Award and has earned selection to the NBA All-Star Game.,gemini-3.8-flash,2026-09-10T00:39:35.726Z
Zach LaVine,Sports,Basketball,true,"Zach LaVine is a professional basketball player in the National Basketball Association. He is an NBA All-Star, an Olympic gold medalist, and a champion of the NBA Slam Dunk Contest.",gemini-3.8-flash,2026-09-10T00:39:35.728Z
Ace Bailey,Sports,Basketball,true,"Ace Bailey is a basketball player competing at the collegiate level. Prior to college, he earned selection as a McDonald's All-American and participated in the Jordan Brand Classic.",gemini-3.8-flash,2026-09-10T00:39:35.730Z
Brandon Miller,Sports,Basketball,true,"Brandon Miller is a professional basketball player in the National Basketball Association. Prior to his professional career, he was named Southeastern Conference Player of the Year, and he later earned NBA All-Rookie First Team honors.",gemini-3.8-flash,2026-09-10T00:39:35.731Z
Cameron Boozer,Sports,Basketball,true,Cameron Boozer is an amateur basketball player competing at the prep and youth national team levels. He has won the Gatorade National Player of the Year award and gold medals representing USA Basketball in junior competitions.,gemini-3.8-flash,2026-09-10T00:39:35.733Z
Darius Garland,Sports,Basketball,true,Darius Garland is a professional basketball player who competes as a point guard in the National Basketball Association. He has earned selection to the NBA All-Star Game as a member of the Cleveland Cavaliers.,gemini-3.8-flash,2026-09-10T00:39:35.735Z
Darryn Peterson,Sports,Basketball,true,"Darryn Peterson is an amateur basketball player competing at the prep level. He has represented the United States in international competition, winning a gold medal at the junior Americas championship.",gemini-3.8-flash,2026-09-10T00:39:35.736Z
Domantas Sabonis,Sports,Basketball,true,Domantas Sabonis is a professional basketball player in the National Basketball Association who also competes for the Lithuania national team. He has earned multiple selections to the NBA All-Star Game and the All-NBA Team.,gemini-3.8-flash,2026-09-10T00:39:35.738Z
Franz Wagner,Sports,Basketball,true,Franz Wagner is a professional basketball player in the National Basketball Association and on the Germany national team. He won a FIBA World Cup title with Germany and earned NBA All-Rookie First Team honors.,gemini-3.8-flash,2026-09-10T00:39:35.739Z
Josh Hart,Sports,Basketball,true,"Josh Hart is a professional basketball player in the National Basketball Association. Before entering the professional ranks, he won an NCAA national championship with Villanova University.",gemini-3.8-flash,2026-09-10T00:39:35.740Z
Kelsey Plum,Sports,Basketball,true,"Kelsey Plum is a professional basketball player in the Women's National Basketball Association. She has won WNBA championships, an Olympic gold medal, and the WNBA Sixth Player of the Year Award.",gemini-3.8-flash,2026-09-10T00:39:35.742Z
Kon Knueppel,Sports,Basketball,true,"Kon Knueppel is an American basketball player competing at the collegiate level. Prior to college, he was selected as a McDonald's All-American and named state player of the year.",gemini-3.8-flash,2026-09-10T00:39:35.743Z
Mikal Bridges,Sports,Basketball,true,Mikal Bridges is a professional basketball player in the National Basketball Association. He won NCAA national championships with Villanova University and earned selection to the NBA All-Defensive First Team.,gemini-3.8-flash,2026-09-10T00:39:35.745Z
Napheesa Collier,Sports,Basketball,true,"Napheesa Collier is a professional basketball player in the Women's National Basketball Association. She has won the WNBA Rookie of the Year Award, the WNBA Defensive Player of the Year Award, and an Olympic gold medal.",gemini-3.8-flash,2026-09-10T00:39:35.746Z
OG Anunoby,Sports,Basketball,true,OG Anunoby is a professional basketball player for the New York Knicks in the NBA. He won an NBA championship with the Toronto Raptors and earned NBA All-Defensive Team honors.,gemini-3.8-flash,2026-09-10T00:39:39.146Z
VJ Edgecombe,Sports,Basketball,true,VJ Edgecombe is a college basketball player for the Baylor Bears and represents the Bahamas men's national basketball team. He gained recognition as a high school national player of the year.,gemini-3.8-flash,2026-09-10T00:39:39.148Z
Azzi Fudd,Sports,Basketball,true,"Azzi Fudd is a college basketball player for the UConn Huskies women's basketball team. She has represented the United States at international youth tournaments, winning gold medals in FIBA competitions.",gemini-3.8-flash,2026-09-10T00:39:39.150Z
CJ McCollum,Sports,Basketball,true,CJ McCollum is a professional basketball player for the New Orleans Pelicans in the NBA. He won the NBA Most Improved Player Award and serves as the president of the National Basketball Players Association.,gemini-3.8-flash,2026-09-10T00:39:39.152Z
Cameron Brink,Sports,Basketball,true,Cameron Brink is a professional basketball player for the Los Angeles Sparks in the WNBA. She won an NCAA national championship with Stanford and an Olympic bronze medal in three-on-three basketball with the United States.,gemini-3.8-flash,2026-09-10T00:39:39.154Z
Lauri Markkanen,Sports,Basketball,true,Lauri Markkanen is a Finnish professional basketball player for the Utah Jazz in the NBA. He earned an NBA All-Star selection and won the NBA Most Improved Player Award.,gemini-3.8-flash,2026-09-10T00:39:39.156Z
Marcus Smart,Sports,Basketball,true,Marcus Smart is a professional basketball player for the Memphis Grizzlies in the NBA. He won the NBA Defensive Player of the Year Award and earned multiple NBA All-Defensive First Team selections.,gemini-3.8-flash,2026-09-10T00:39:39.158Z
Aliyah Boston,Sports,Basketball,true,Aliyah Boston is a professional basketball player for the Indiana Fever in the WNBA. She won an NCAA national championship with South Carolina and earned the WNBA Rookie of the Year Award.,gemini-3.8-flash,2026-09-10T00:39:39.160Z
Bobby Portis,Sports,Basketball,true,Bobby Portis is a professional basketball player for the Milwaukee Bucks in the NBA. He won an NBA championship with the Bucks and previously earned Southeastern Conference Player of the Year honors in college.,gemini-3.8-flash,2026-09-10T00:39:39.161Z
Derik Queen,Sports,Basketball,true,Derik Queen is a college basketball player for the Maryland Terrapins. He won a high school national championship with Montverde Academy and was named co-most valuable player of the McDonald's All-American Game.,gemini-3.8-flash,2026-09-10T00:39:39.162Z
Hailey Van Lith,Sports,Basketball,true,Hailey Van Lith is a college basketball player for the TCU Horned Frogs. She won an Olympic bronze medal representing the United States in three-on-three basketball and previously played for Louisville and LSU.,gemini-3.8-flash,2026-09-10T00:39:39.162Z
Harrison Barnes,Sports,Basketball,true,Harrison Barnes is a professional basketball player for the San Antonio Spurs in the NBA. He won an NBA championship with the Golden State Warriors and an Olympic gold medal with the United States national team.,gemini-3.8-flash,2026-09-10T00:39:39.163Z
Ivica Zubac,Sports,Basketball,true,Ivica Zubac is a Croatian professional basketball player who plays as a center for the Los Angeles Clippers in the NBA and represents the Croatian national basketball team in international competition.,gemini-3.8-flash,2026-09-10T00:39:39.164Z
Jaime Jaquez Jr.,Sports,Basketball,true,Jaime Jaquez Jr. is a professional basketball player for the Miami Heat in the NBA. He earned NBA All-Rookie First Team honors after playing collegiate basketball for the UCLA Bruins.,gemini-3.8-flash,2026-09-10T00:39:39.164Z
Jeremiah Fears,Sports,Basketball,true,"Jeremiah Fears is a college basketball player for the Oklahoma Sooners. He represented the United States internationally, winning a gold medal at the FIBA Under-18 AmeriCup.",gemini-3.8-flash,2026-09-10T00:39:39.165Z
Jon Scheyer,Sports,Basketball,true,Jon Scheyer is the head coach of the Duke University men's basketball team. He previously won NCAA national championships with Duke as both a player and an assistant coach.,gemini-3.8-flash,2026-09-10T00:39:39.166Z
Koa Peat,Sports,Basketball,true,Koa Peat is an American high school basketball player who has won multiple state championships at Perry High School and multiple gold medals with the United States in youth international competitions.,gemini-3.8-flash,2026-09-10T00:39:39.167Z
Lu Dort,Sports,Basketball,true,Lu Dort is a Canadian professional basketball player for the Oklahoma City Thunder in the NBA. He plays as a guard and forward and represents the Canadian national basketball team internationally.,gemini-3.8-flash,2026-09-10T00:39:39.168Z
